text,positive
"Die Konsistenz ist gut, der Geschmack der puren Scheiben ist mir zu sehr nach Kokos(-öl). Nach Cheddar schmecken diese Scheiben gar nicht. Im Sandwich mit Salat und Tomaten ok, da der Eigengeschmack dann nicht so durchkommt.",0
"Geschmack - na ja... Konsistenz - sehr weich zum Braten muss man aufpassen dass es nicht zerfällt",0
"Es ist kein Cappuccino, sondern ein normaler löslicher Kaffee.. Da ist nix cremiges, daher ist das Preis/Leistungsverhältnis ein Witz.",0
"Mit Spannung habe ich heute diesen Riegel ausgepackt, weil ich die optische Anlehnung an die leckeren Produkte von Livia's Kitchen und Deliciously Ella schon fast zu auffällig fand. Leider konnte der Geschmack in keinster Weise mithalten, ich habe ihn aufgegessen, weil ich hoffte, dass zumindest die Zutaten für den Körper wertvoll sind.",0
"Mal davon abgesehen das dieses Produkt Bach nichts als Pappe schmeckt,lässt die Konsistenz auch zu wünschen übrig. Schade um das gekaufte Produkt.",0
"Wir sind weder Veganer noch Vegetarier - wir wollen aber unseren Bio-Fleisch Konsum mit Alternativen verringern. Schade das die ganzen fleischlosen Produkte immer noch nicht mal annähernd als Ersatz taugen.",0
"Den Teig finde ich ganz lecker, aber von der Füllung schmeckt man gar nix... es ist nur ein harter Klumpen der geschmacklos ist!",0
"leider enttäuscht :-( hatte sie wegen der positiven Bewertungen probiert. Ist mir viel zu herb (bitter). Da geht das Nougat total unter. Ist zwar schön, dass man wirklich keinen Unterschied zu ""normaler"" Schoki aus Milch schmeckt, aber schmecken sollte sie halt trotzdem auch.",0
"Das ist leider überhaupt nicht lecker. Sieht ganz anders aus als auf dem Bild und als man es sonst kennt, nämlich in einer hellen sämigen Sauce. Dieses Fabrikat hingegen ist in eine ölige rötliche Marinade eingemacht und geht astronomisch weit an dem vorbei, was man als ""Frikassee"" bezeichnen könnte.... Die Konsistenz ist scheußlich und es sind einfach Sojastreifen eingelegt. Ich konnte es nicht aufessen. Ich war total enttäuscht. Landet nie wieder in meinem Topf *pfui*",0
"Eigentlich einer der Klassiker von Viana. Man sollte aber wissen, wie man das Frikasse zubereitet. Ich empfehle es mit einer weißen Souce etweder zu Reis oder als Königinnen-Pasteten! Pur sicher nicht so empfehlenswert.",0
"Die Inhaltsstoffe sagen schon alles.Der reinste Chemiebaukasten.",0
"wer glaubt, der überteuerte, ungesunde und unterirdisch schmeckende Normalmist sei nicht zu unterbieten, erwerbe den Supermist.",0
"Ist vom Stil eher ein etwas dickerer Bratling, wie man ihn vom Discounter kennt. Nur um einiges leckerer als die vom Discounter, hat aber nix mit einem Burger Patty am Hut.",0
"Bei einem Protein Bar Vanille erwarte ich, dass er irgendwie nach Vanille schmeckt. Das hier ist aber ein komplett undefinierbarer Geschmack, dominiert von Datteln und anderen guten Zutaten. Aber schmecken sollte es schon. Mit schmeckte es jedenfalls absolut nicht.",0
"Ich kann die positiven Bewertungen nicht nachvollziehen. Habe EyGelb und EyWeiss gekauft. würde ich nie wieder kaufen. es stinkt wenn man es aufschlägt. Habe Bisquit damit gebacken. Schmeckt ganz furchtbar, habe den Kuchen weggeworfen.",0
"Dieses Produkt hat keinerlei geschmackliche Gemeinsamkeit mit Salamiprodukten, auch von der Konsistenz her nicht.",0
"Geschmacklich gut, wird aber trotz 10-minütigem Mixen leider nicht fest...",0
"Diese ""Suppe"" schmeckt wie verdünnte, passierte Tomaten mit ein paar Gewürzen und Zucker vermischt. Geht gar nicht. Das kann man nicht ""Suppe"" nennen.",0
"Ich hab neulich Wraps gemacht und dieses Gyros als Fleischersatz gehabt. Wirklich sehr lecker. Es ist sehr gut gewürzt und die Konsistenz ich auch sehr gut.",0
"Ich weiß nicht, was man erwarten muss, um dieses Produkt lecker zu finden. Cappuccino (wie man ihn von anderen Marken kennt und vermisst, jedenfalls nicht). Wenn man genug Pulver nimmt, um auch etwas von dem kaum vorhandenen Kaffeegeschmack zu haben, ist er viel zu süß, obwohl es sich schon um die ""weniger süße"" Variante handelt; wenn man ein erträgliches Süßelevel zusammenrührt, kommt nur recht geschmacksneutrales braunes Wasser dabei 'raus. Schaum erwartet man vergeblich. Zudem hat das Ganze dann auch noch eine recht fiese Lakritz- oder Salmiaknote. Dann lieber Instantkaffee mit Hafermilch...",0
"Eine völlig undifferenzierbare Gemüsemasse, in Bratlingsform gepresst. Beliebiger Geschmack, kaum Aroma und breige Konsistenz. Vielleicht was für Kinder oder Menschen, die was gegen Nahrung mit Charakter haben.",0
"Lupinenbratling, wie auch auf der Packung steht, trifft es deutlich besser als Lupinenburger. Für einen Burger in der Semmel ist das Ganze zu dick, mal ganz abgesehen von der Konsistenz, die mir insgesamt zu weich und teigig ist. Geschmacklich ist das in Ordnung, soweit man Gemüsebrei mag. Insofern darf man eigentlich nicht enttäuscht sein, denn es ist genau das, was man wohl erwarten würde. Wenn man allerdings auf einen innovatives Produkt hofft, das auch den Fleischliebhaber positiv überrascht, dann ist das eher nicht so der Volltreffer...",0
".... wie eine gelbe Plastikente von einem Stück Käse. Da passen weder Geschmack, noch Geruch, noch Konsistenz noch Aussehen",0
"Geschmack und Konsistenz erinnern gar nicht an Wild. Schmeckte auch ziemlich trocken.",0
"Geschmacklich sind sie gut, haben aber nur die Hälfte der Big Steaks. Ein Hinweis wäre angebracht.",0
".. also , die sind sehr trocken und das ist NIEMALS Schokolade :( pfuj",0
"war enttäuscht :-( hab die Röllchen wegen der Bewertungen hier gekauft. Hatte mich auch drauf gefreut, aber die sind viel zu trocken. Und auch etwas zu herb, aber die Trockenheit stört mich am meisten. Kaufe ich nicht mehr. Schade, dass man als Veganer immer so viele Kompromisse eingehen muss...",0
"Also die schmecken nicht schlecht, aber eben auch nicht wirklich gut. Nicht sehr süß, nicht sehr schokoladig, relativ knackig. Reißen einen nicht vom Hocker.",0
"seitdem die rezeptur geändert wurde schmeckt es mir nicht mehr. für mein empfinden etwas bitter",0
"Ich mag Malzbier und ich mag Chili. Aber die Bratscheibe ist echt nicht gut gewürzt. Man schmeckt nur Schärfe und Malzbier. Aber es fehlt definitiv noch eine leichte Süße und andere Gewürze. Hätte man besser machen können!",0
"Viel Soße um Nichts. Die Ravioli sind matschig und der Geschmack ist das Geld nicht wert.",0
"Roh ging diese Käse-Alternative für mich überhaupt nicht. Durch das viele Kokosfett schmilzt er direkt beim Essen und man hat gefühlt den ganzen Mund voller Öl.",0
"Geschmacklich sind Sauce und Nudeln sehr lecker. Die Ravioli sind jedoch leider total weich und verkocht. Bei mir lagen sie schwer am Boden des Glases. Geschmacklich jedoch top!",0
"Wir hatten uns auf eine Portion veganer Ravioli in Bioqualität gefreut, aber dieses Produkt war uns viel, viel, viel zu salzig, sogar nach Zugabe von Hafermilch und dann noch mehr Hafermilch, da immer noch zu salzig. Die Nudeln waren sehr weich, matschig und großteilig auseinandergefallen. Bissfest war da nichts, außer teils dem Füllungskern, der irgendwie nach Brühwürfel schmeckte und auch an die Konsistenz erinnerte, aber sonst wenig geschmackvoll war. Gemüse konnten wir auch nicht viel entdecken, dafür war das ganze sehr ölig.",0
"Grauenhaft, pappig, klebt am Gaumen....",0
"Ist recht geschmacksneutral, hatte mehr Gewürze erwartet. Für den Preis leider eine Enttäuschung.",0
"Wer es nicht zu süß mag, sollte diese Kekse nicht kaufen! Mir haben die nicht geschmeckt!",0
"Leider waren die Bällchen total zäh (obwohl ich sie vorher in einen Pflanzendrink eingeweicht habe) und haben nicht wirklich nach Schokolade geschmeckt!",0
"Der riecht schon komisch chemisch.",0
"Diese Burger sind absolut identisch mit den Burgern DELUXE von VantasticFood.",0
"Mir hat leider weder der Geruch, die Konsistenz noch der Geschmack zugesagt. Alles eher auf der unangenehmen Seite. Weder pur noch angebraten gut. Wenn man kleine Stück davon in Sojasoße ertränkt oder in andere Soße mit rein mischt, geht es einigermaßen. Würde ich aber definitiv nicht mehr kaufen.",0
"Der Geschmack der Soße ist sehr süß und künstlich und das Fleisch (naja, man kann es essen) ein Genuß ist es nicht. Ich werde es nicht nochmal bestellen!",0
"Leider entsprach das Produkt nicht meinen Erwartungen. Der Geschmack war eher gewöhnungsbedürftig und die einzelnen Tranchen waren zum Teil richtig hart und kaum zu erkauen. Die Stücke, die weich waren, gingen. aber dennoch hat das ganze nicht meinen Geschmack getroffen. Ein Asiagericht nur mit Gemüse und evtl. Tofu finde ich besser als einen ""Fleischersatz"".",0
"Ohje, die schmeckt leider gar nicht wie weiße Schokolade und hat noch dazu einen ganz eigenartigen mineralölartigen Nachgeschmack wie früher die billige Schoki aus den Adventskalendern. :-(",0
"Der geht gar nicht und die Rezeptur ist nachbesserungsbedürftig. Oben auf der festen Masse sondert sich eine Flüssigkeit ab, ähnlich wie bei Nussmuss. Durch einfaches Rühren bekommt man die Masse nicht annähernd homogen, sondern veranstaltet nur eine Heiden-Sauerei. Man müsste das Ganze schon in den Food-Prozessor geben, aber das kanns ja wohl auch nicht sein. Fünf Punkte für den guten Willen und weils tierleidfrei ist, aber Ihr habt wirklich bessere Produkte im Sortiment. Ich denke mir, wenn das ein Veganer, der am Anfang seiner veganen Karriere steht, isst, der ist schnell gefrustet und gibt auf. Dann heißt es wieder, die veganen Produkte sind Scheiße.",0
"Unter der Bezeichnung ""rustikal"" hätte ich nicht einen Rauchkäse erwartet. Das sollte auf der Verpackung ersichtlich sein. Der ""classic"" schmeckt mir gut. Aber wenn ich gewusst hätte, dass der ""rustikal"" geräuchert ist, hätte ich ihn nicht gekauft.",0
"Schmecken so ähnlich wie die Wiener oder die Bockwurst des gleichen Herstellers, sind aber etwas milder, was ich besser finde.",0
"Absolut ungnießbar. Dicke Fettklumpen im Inneren der Wurst. Sorry... ein solches Produkt sollte vom Markt genommen werden.",0
"Ich hab mich auf den Kringel sehr gefreut und habe erwartet, dass die Füllung nach Nougat schmeckt. Leider tut sie das meiner Meinung nach überhaupt nicht, sie ist dafür sehr süß, sehr fettig und qualitativ schlecht. Der Keks und die Glasur sind in Ordnung, aber beim ""Nougat"" bin ich sehr enttäuscht. Das geht noch besser, ich hoffe ihr nehmt euch die Kritiken (die viele hier ja auch teilen) zu Herzen und zaubert in Zukunft einen leckeren Nougatkringel, bin gespannt :)",0
"Schmeckt sehr fettig und macht deswegen schnell satt. Ich würde ihn nicht nochmal kaufen.",0
"Der Kringel schmeckt zwar nicht nach Nougat, aber für mein Dafürhalten schmeckt er, nach 4,5 Jahren Abstinenz, einfach nur lecker. Sicherlich sehr gehaltvoll, ich teile ihn auf 2 Tage auf, trotzdem ist er für mich wie ein süßer Träum.",0
"Das könnte ein Renner von vantastic foods sein. Aber leider fehlt der Nougat in der Creme. Erinnert sich noch jemand wie echte Nougatcreme in Waffeln und Kuchen schmeckt? In den letzten beiden Jahrzehnten sind im konventionellen Bereich - die meisten guten Produkte durch Imitate aus allerlei aromatisierten Fetten ersetzt worden. Einer der Gründe, es ist teurer Pralinen aus Walnußnougat zu machen oder Trüffeltorten ...Das könnte genau der Markt für vegane Leckereien sein. Ist es aber nicht. Leider wird hier oft von der Industrie kopiert und mit veganen Varianten ersetzt. Macht doch mal Retro-Produkte wie Nougatkringel oder Trüffelkuchen, die den traditionellen Nougatanteil haben!",0
"Ich liebe Nougat und die Kombi aus Haselnuss und Schokolade und hatte mich daher super auf diesen Riegel gefreut!",0
"Ich habe den Kringel sehr gerne gegessen. Nach längerer ""Abstinenz"" mal wieder bestellt und muss leider feststellen, dass die Creme nur noch fettig und süß ist und der und Nougatgeschmack ist quasi kaum wahrnehmbar ist. Die Schokolade drumherum ist toll und auch der Keks ich knusprig, aber der name ""Nougatkringel"" sollte dieses Produkt nicht mehr tragen...schade.",0
"Ich bin leider etwas enttäuscht von dem Nougatkringel. Ich liebe Nougat, aber meiner Meinung nach schmeckt es so gut wie gar nicht danach. Die Füllung ist einfach nur fettig/cremig. Hier dürfte der Geschmack deutlich verbessert werden!",0
"Keks und Zartbitterglasur sind okay. Die Füllung eher enttäuschend. Einfach nur süß und nichtssagend... fettig trifft es wirklich am ehesten! :/",0
"Der knusprige Keks gefällt mir hier am Besten. Die Füllung ist nicht ganz das, was ich erwartet hatte. Mir persönlich kam sie etwas fettig vor, aber das mag Geschmackssache sein.",0
"Auf jeden Fall die geschmacksintensivste Sorte von Vio. Pur sind die Scheiben nicht gerade ein Genuß (alle Sorten",0
"Er schmeckt nicht schlecht, ist aber definitiv weit entfernt vom eher kräftigen Cheddar-Geschmack. Die Konsistenz ist jedoch gut.",0
"Es wird hier in der Zutatenliste nicht deutlich, aber bei dem Salz handelt es sich um Jodsalz und somit für alle die aus gesundheitlichen Gründen ihren Jodsalz-Konsum so gering wie möglich halten nicht geeignet.",0
"Die Milch schmeckt lecker und schäumt super, wirklich toll! Aber es ist Jodsalz dran und ein Phosphat und eine Säure, Oatly wirbt mit natürlichen Zutaten und bricht hier locker und ohne Kommentar sein Versprechen. Und keiner fragt nach, weil's ja so lecker ist und so toll schäumt.",0
"Die positiven Bewertungen kann ich leider nicht nachvollziehen. Ich habe diese ""Milch"" in 3 verschiedenen Kaffeevollautomaten für einen Latte Macchiato benutzt, aber der Schaum fällt sofort zusammen. Das gleiche passiert mit dem Handaufschäumer. Daher bleibt mein Favorit Provamel Bio Sojadrink Omega 3 oder Calcium...",0
"Schmeckt, wie ein anderer Kommentar schon gesagt hat, einfach nur nach günstiger Kuchenglasur",0
"HM, also, ich hatte wirklich mehr erwartet. Der Riegel hat zwar ne crazy, innovative Zusammensetzung, die mich total neugierig gemacht hat (Marshmelllows, Schokolade, Keksteig) , aber das Geschmeckserlebnis",0
"Die Zusammensetzung des Riegels ist zwar kreativ und hatte mich sehr neugierig gemacht, aber der Geschmack ist irgendwie nichtssagend. Hauptsächlich habe ich die Schoko-Fettglasur herausgeschmeckt und ein bisschen Kuchenteig. Und die Marshmellows sind einfach nur süß. Schade, hatte mir mehr versprochen.",0
"Ich hatte mich schon auf eine Mozzarella Alternative gefreut und gleich noch andere Produkte von Violife wie z.B. den veganen Feta. gekauft. Alle wanderten in den Müll, da auch meine Freunde sie nicht haben wollten. Sie schmeckten nach ranziger Kokosnuss. Schade, ich hoffe es gibt bald eine richtige Alternative. Ansonsten bin von den Produkten von Simply V begeistert, insbesondere der Cheddar.",0
"Also... Aufgrund der vorherigen Rezessionen dachte ich, das wäre ein guter Ersatz. Ich muss dazu sagen, ich mochte bis jetzt keinen Käse in ungeschmolzener Form, außer Mozzarella.",0
"Färbt ok, eher pastellig - das rot hat aber aus der ""Butter""creme Wasser gezogen. Das Grün schmeckt sehr intensiv nach Matcha, zu intensiv für meinen Geschmack. Die Farben schmecken alle nach den verwendeten Obst- und Gemüsesorten - Vanillebuttercreme ohne Matchageschmack grün zu färben ist also nicht möglich.",0
"er ist gut, die anderen sorten sind besser. Aber man kann ihn gut für eine käsesoße verwenden",0
"Trotz Räucherung ziemlich geschmacksneutral. Bedarf weiterer Würzung, so z.B. etwas Pfeffer drauf oder frische Petersilie gehackt, oder Radieschenscheiben. Von mir 6/10.",0
"Leider war mir dieser Tofu etwas zu fad gewürzt, um ihn einfach als Brotbelag zu essen. Angebraten und noch mal kräftig gewürzt war er aber ok.",0
"Hab noch nie so eine verwässerten und Geschmacklosen räucher Tofu gegessen ... ne ne ne",0
"Ich liebe Schokoriegel, Kuchen und Rocky Road. Dieser Riegel hat mit keinem der drei etwas zu tun. Er besteht hauptsächlich aus einer schmierigen Fettcreme mit seltsamen Nachgeschmack, ein paar unauffälligen Keksbröseln und gefärbtem zähen Schaum, der als Marshmallow posiert. Textur, Geschmack, Mundgefühl - nichts überzeugt. Einzig einige Splitter Karamel tun sich positiv hervor.",0
"Schaut euch mal die Zutaten an, mehr brauche ich nicht zu sagen.",0
"Sehr komische Konsistenz, eher wie ein Fettklumpen mit Käsearoma, ich fand es sehr enttäuschend",0
"Wenn man es mit den typischen Omni-fertigsaucen vergleicht, kommt es eher der hellen Sauce im gelben Paket nahe, als einer Hollandaise. Schon lecker und nicht schlecht, aber leider einfach keine Hollandaise.",0
"Also mit einer Hollandaise hat das überhaupt nichts zu tun, kommt eher an Tapetenkleister ran. Geschmacklich kann man es gar nicht einordnen, hat überhaupt keinen Geschmack. Dann lieber das Gemüse ohne Sauce essen.",0
"Schmeckt penetrant nach Ingwer. Nichts anderes. Extrem scharfe Chills und Chilli Püree konnten den Geschmack nicht übertrumpfen.",0
"Überhaupt kein Geschmack. Das „Fett“(was auch immer das ist, ist furchtbar und viel zu viel! Leider ungenießbar!",0
"Ich habe das so gegessen, angebraten und kross gebraten, egal wie, es hat nicht geschmeckt. Es ist nicht mehr als leichtgewürztes Seitan und diesen Geschmack hatte man auch. Ich bin von diesem Produkt enttäuscht, da ich mehr für die Optik gezahlt habe. Für ein Essen mit 6 Personen reicht es locker, aber der Preis zu der Menge ist etwas zu viel, vor allem wenn der Geschmack nicht stimmt. Würde ich mir nicht noch einmal kaufen. Uns wurde am Abend schlecht, was bis früh am morgens anhielt.",0
"Da wir an Weihnachten bisher immer Ente als Traditionsessen hatten und meine Schwester und ich seit einem Jahr vegetarisch essen, mussten wir uns in diesem Jahr nach einem Ersatz umsehen. Gott sei Dank haben wir dieses Produkt vorher einmal getestet, sonst wär die Stimmung an Heiligabend im Keller gewesen! Bereits der Geruch ist nicht sehr angenehm und trotz der sehr Fleisch-Ähnlichen Konsistenz ist der Geschmack wirklich nicht gut und erst Recht nicht wie Ente. Die Marinade ist extrem rauchig und passt überhaupt nicht dazu. Wir haben zwar aufgegessen, aber nur mit viel Sauce und, um nichts wegwerfen zu müssen. Werden wir nicht nochmal kaufen - leider!",0
"Wenn dieses Produkt nach Ente schmecken soll, muss. Ich sagen, daß ist überhaupt nicht der Fall. Beim Braten entsteht ein unangenehmer süßlicher Geruch und auch der Geschmack lässt zu wünschen übrig.",0
"Rein optisch sieht es Fleisch wirklich zum verwechseln ähnlich. Uns ist gleich der säuerliche, eher unangenehme Geruch beim anbraten aufgefallen. Kross angebraten und mit Gemüsepfanne und Reis kann man es schon essen. Aber begeistert sind wir nicht. Teilweise hat man ganze Ingwerstücke, was unangenehm beim Essen ist. Wir werden es nicht nochmal kaufen.",0
"Leider hat sich die Konsistenz so wie der Geschmack zum früheren Produkt verändert. Hat einen starken Ingwergeschmack, teilweise sind ganze Ingwer Stücke dazwischen. Leider eher enttäuscht :(",0
"Dieses Produkt riecht nicht wie Ente, schmeckt nicht wie Ente, hat eine wabbelig Konsistens. Wir konnten es absolut nicht essen, zum Glück hatten wir keinen Besuch eingeladen. Dem Hund hat es aber geschmeckt.",0
"Die Konsistenz ist super. Der Geruch war schon sehr abschreckend und so schmeckte es dann auch. Mein Partner und ich empfanden es beide als ungenießbar und haben das Paket dann auch entsorgt",0
"Auch wir lieben dieses Produkt!!!",0
"Schmeckt wie schlecht zubereiteter Seitan.",0
"mit großer Hoffnung hatte ich dieses Produkt bestellt. Sieht gut aus, aber nach dem Öffnen und Verkostet stellte ich fest, dass das mit ""Speck"" nichts zu tun hat. Konsistenz wie Gummibärchen, Geschmack undefinierbar....ich habe die 6€ leider in den Mülleimer schmeißen müssen.",0
"Ja, die Konsistenz ist super, nicht zu trocken, nicht so matschig, und auch der Geschmack könnte gefallen, wenn er etwas kräftiger nussig wäre. So wie`s ist, ist das nur ein Hauch. Ob da Walnuss drin verwendet wurde? Es geht so in die Richtung. Da dieser Tofu meines Erachtens eher noch recht mild ist, würde ich ihn nicht explizit als alleinigen Brotbelag verwenden. Er macht sich aber hervorragend im Konzert mit Zaziki (jaja, ich weiß) und Tomate mit Salz und Pfeffer. Dann mag man gleich die nächste Stulle schmieren.",0
"schmeck nur extrem nach Estragon, deshalb zum normalen nicht Gebrauch geeignet",0
"Mir hat dieses Curry Ketchup leider überhaupt nicht geschmeckt! Der Geschmack war eigenartig und sehr künstlich. Leider",0
"Ich habe die große Packung gekauft, wegen der guten Bewertungen. Leider wurde ich sehr enttäuscht. Im Vergleich zu anderen Produkten schmeckt man nur künstliche Würze. Das Fleisch ist mir viel zu klein geschnitten, man hat kein wow-Erlebnis, es hat für mich keinen Fleischgeschmack, aber gut die Geschmäcker sind ja verschieden! Ich werde es nicht nochmal kaufen.",0
"Dieser Agavendicksaft passt zum Backen, in frischen Speisen und zum Karamellisieren prima. Geschmacklich sehr cool, angenehme Süße, aber warum in Plastik? Firma Allos bietet doch auch Glasverpackung - umwelttechnisch geschickter!",0
"Zwei rundliche Stücken Tofu ohne sonderlichen Geschmack außer halt den typischen Tofugeschmack.",0
"Schmeckt eher nach garnichts. Und wenn man Parmesan ranmacht, wie es auf der Anleitung steht, ist es nicht mehr vegan.",0
"Normalerweise bin ich nicht derjenige der Bewertungen im negativen Sinn kundtun, aber diese Produkt hat mit Meerrettich mal gar nichts zu tun ,zweimal bestellt einmal probiert beides direkt entsorgt, leider Gottes",0
"Beim auspacken war ich schon etwas skeptisch. Aber der Boden war überhaupt nicht lecker. Obwohl auf dem Pizzastein gebacken, war nur der Rand knusprig. Der Rest war einfach nur trocken und geschmacklos. Da half selbst die Tomatensauce nix. In Zukunft doch lieber wieder Teig selber machen.",0
"Ich war total enttäuscht. Nicht für aufs Brot geeignet, schmeckt nach gar nichts. Ich habe es dann zum verfeinern von Saucen genommen. Dafür ist es mir aber zu teuer.",0
"Diese Fertigmischung ergibt einfach nur eine wässrige Lösung ohne erkennbaren ""Bolognese"" Anteil, was auch der Blick auf die Inhaltsstoffe wiederspiegelt. Bei einem angemessenen Soja o.Ä Anteil wäre der Proteingehalt deutlich höher. Als wässrige Tomatensauce mit Gemüsestücke ist sie in Ordnung. dafür ist der Preis von rund einem Euro aber einfach zu Hoch.",0
"Mit Chili hat das nix zu tun. Vielleicht bin ich ja scharfes Essen gewöhnt, aber bei diesen Chips hab ich nicht bemerkt, dass irgendwas scharf sein soll. Vielmehr schmecken diese Chips, als hätte man sie mit Suppenwürfeln gewürzt. Wer gern scharf isst und auch mehr Feuer zu schätzen weiß, wird hier eher enttäuscht.",0
"war mal prima aber die aktuelle Charge schmeckt nur noch extrem nach einem Gewürz, so sehr, dass WIR es vorher einweichen, um dieses Gewürz auf ein erträgliches Maß zu reduzieren",0
"Das Hörnchen mit der Aussage ""da sie anstatt mit Zucker, mit Agavensirup gesüßt sind"" zu bewerben, ist angesichts des Inhaltsstoffes ""Mais-Glukose-Fruktose-Sirup"" eine ziemliche Frechheit!",0
"Die Aprikosenfüllung hat leider das gesamte Croissant geschmacklich versaut. Hat extrem künstlich geschmeckt; Schade.",0
"Leider das erste Provamel-Produkt, das ich wegkippen musste. Geschmacklich ein Mix aus Milch und Fisch. Sonst mag ich alle Provamel-Produkte, aber davon hab ich leider keinen zweiten Schluck heruntergekommen.",0
"Wenn Nüsse nicht mehr gut sind, schmecken sie ranzig. Genau das ist hier bei den Riegeln der Fall. Leider. Bin sehr enttäuscht.",0
"Die Qualität stimmt auf jeden Fall, geschmacklich hat es mich jedoch nicht so ganz abgeholt. Etwas langweilig.",0
"Der Joghurt schmeckt nicht schlecht, aber auch nicht wirklich rund. Es gibt definitiv bessere Geschmacksrichtungen.",0
"Mit Palmöl und daher leider nicht kaufbar!",0
"Zunächst hatte ich mich sehr gefreut, dass endlich mal Vollkorn und Vegan in einem Produkt vereint sind. Leider landete die gesamte Packung im Müll, da geschmacklich ein NoGo. Absolut keine Kaufempfehlung.",0
".. das zeug schmeckt echt widerlich .. pfuj",0
"Die Konsistenz ist ziemlich ""breiig"", mehr als probieren habe ich davon nicht geschafft",0
"Habe es mit vly Erbsenmilch Barista zubereitet. Hat mich so nicht vom Sockel gehauen. Dann ein paar EL des festen aus einer Dose Kokosmilch dazu, das erinnerte dann geschmacklich an die Füllung eines Raffaelos. Mandelmus könnte ich mir auch vorstellen. Lecker mit Quinopops.",0
"Die Konsistenz ist sehr gut, fluffig ganz ohne Ei. Ich würde es aber auf keinen Fall nochmal kaufen, es schmeckt fast nach nichts und auf gar keinen Fall nach Vanille, höchstens leicht süßlich. Und dabei habe ich es sogar extra mit Vanille Sojamilch gemacht. Schade!",0
"Ich musste nochmal die Verpackung checken, ob ich nicht gerade ein Päkchen Pudding erwischt habe. Riecht und schmeckt total nach Kakao. Hat für mich nichts mit einer Bratensoße zu tun, sehr schade",0
"So sehr ich die Pilz-Soße dieser Marke liebe, so entsetzt war ich von dieser Variante. Schon bei der Zubereitung hat mich irritiert, dass es exakt so roch, als würde ich gerade einen Schoko-Pudding zubereiten. Für meinen Geschmack defintiv zuviel Kakao/Schoko-Anteil. Kaufe ich so schnell nicht wieder!",0
"Ich finde die Soße schmeckt wie scharfer Kakao, ich musste viel beimischen, um den Geschmack in eine andere Richtung zu lenken, als dunkle Soße jedenfalls zu süß für meinen Geschmack.",0
"Die Lupinen-Frikadelle ist extreme trocken und schmeckt in keinsterweise nach ""Frikadelle"".",0
"Der Käse ist geschmacklich ausgewogen und muss sich wirklich nicht verstecken. Was mir gefällt ist das der Käse ein ganz eigenes Geschmacksprofil hat und sich hiermit von den meisten veganen Blockkäse Sorten unterscheiden, die derzeit auf dem Markt sind und aus meiner Sicht alle einen ähnlichen Grundgeschmack und Grundkonsistenz haben. In der Konsistenz unterscheidet sich dieser Käse von vielen Konkurrenten, da er mehr Struktur im Mund aufweist und nicht ganz so glatt ist, evtl. minimal mehlig aber auf keinen Fall im negativen Sinn. Ungerechtfertigt ist der Preis, finde ich. Es handelt sich um ein Produkt das grob gesagt aus Wasser, Stärke, Fett und Aroma besteht. Anders als beim Cashewkäse scheint, soweit ich das beurteilen kann, weder der Produktionsaufwand, noch die Qualtät/der Preis der Zutaten besonders hoch zu sein. Der Geschmack ist zwar gut aber nicht so exklusiv als das es das rasreisst.",0
"Der Käse ist in Konsistenz und schnittfestigkeit sehr schön, jedoch ist der Geschmack für mich viel zu kokosig und irgendwie etwas mit Käse gemein zu haben. Schade!",0
"Eigentlich ein leckerer Keks. Leider ist der Kleks Cremefüllung unzureichend, so dass zum Keksrand ca. 1cm ohne Creme ist.",0
"Ich schließe mich den anderen beiden von der Vollkorn Variante an.",0
"für mich absolut enttäuschend, schmeckt nach nichts außer nach kalten Bohnen. Dosenbohnen zerstampfen kann ich selber und wesentlich günstiger.",0
"Ich habe natürlich gelesen, was andere über dieses Produkt schreiben, aber so richtig kann ich da nicht mitreden, denn ich habe ""Mepfel"" nur als Brotaufstrich verwendet. Mag sein, dass es als Dipp brauchbar ist oder für`s Kochen, aber mir hat dieses Produkt zu wenig eigenen Charakter. Den Meerettich schmeckt man noch deutlich raus, zwar nicht scharf, sondern ""gedämpft"", aber immer noch zu sehr ""Meerettich"". Den Apfel habe ich dabei nicht geschmeckt. Aber als alleiniger Brotaufstrich geht es dennoch in Ordnung - wer schmiert sich schon blanken Meerettich auf`s Brot. Viel besser wird der Geschmack aber mit grob gemahlenen Walnüssen, die man über den Aufstrich streut. Tomate, Salatgurke oder Rucola sind in dieser Kombination nicht so der Bringer, aber zusätzliche Walnuss gibt dem Ganzen noch einen schönen Effet.",0
"Für den Preis habe ich mehr erwartet.",0
"Schmecken gar nicht wie man das sonst von ""normalen"" Waffelröllchen kennt. Eine echte Enttäuschung.",0
"Ekelhaft, also lassen wir mal die Konsistenz etc. beiseite.... allein der Geschmack... euer „normale“ ist besser, aber dieser hier - nein danke.",0
